Years,Team,Conf,AdjO,AdjO Rank,AdjD,AdjD Rank,AdjT,AdjT Rank,Luck,Luck Rank,,,
2006,Maine,AE,95.3,287,109.2,277,65.4,159,0.029,96,,,
2004,Alabama A&M,SWAC,95.3,288,111.6,305,69.6,36,0.038,73,,,
2004,Texas Pan American,ind,95.3,289,103.5,168,68,86,0.061,40,,,
2022,Houston Baptist,Slnd,95.2,311,112.3,339,68.8,92,-0.002,180,,,
2021,Brown,Ivy,95.2,288,102.9,189,69.7,100,0,173,,,
2020,Cal Poly,BW,95.2,301,108.5,302,68.3,175,-0.038,279,,,
2020,Columbia,Ivy,95.2,302,106.5,267,69.1,132,-0.13,350,,,
2019,Alabama St.,SWAC,95.2,323,110.9,300,67.2,196,0.024,117,,,
2019,Idaho,BSky,95.2,324,118.9,352,65.4,290,-0.036,265,,,
2017,American,Pat,95.2,325,108.1,240,64.3,318,-0.017,233,,,
2016,SIUE,OVC,95.2,321,109.6,267,66.1,267,0.015,133,,,
2015,Jacksonville St.,OVC,95.2,315,108.4,256,63.1,251,0.053,58,,,
2013,Portland,WCC,95.2,292,103.4,183,63.6,219,0.036,92,,,
2013,Milwaukee,Horz,95.2,293,108.6,283,64.6,175,-0.004,189,,,
2012,Brown,Ivy,95.2,293,110.9,311,64.1,222,-0.006,190,,,
2012,Savannah St. ,MEAC,95.2,294,96.9,60,62.8,276,0.065,30,,,
2011,Saint Peter's ,MAAC,95.2,294,92.5,18,64.1,240,0.073,26,,,
2011,Gardner-Webb,BSth,95.2,295,105,214,63.3,271,-0.016,223,,,
2009,Ball St.,MAC,95.2,286,101.7,144,60.6,320,0.026,101,,,
2008,Iona,MAAC,95.2,293,100.9,112,66.3,128,-0.026,236,,,
2005,Lafayette,Pat,95.2,277,107.4,249,71.2,20,0.019,116,,,
2004,Columbia,Ivy,95.2,290,105.9,208,67.5,102,-0.032,240,,,
2023,UMES,MEAC,95.1,342,101.6,96,69.6,71,0.087,24,,,
2022,Saint Francis (PA),NEC,95.1,312,109.7,298,67.3,166,-0.075,328,,,
2022,Sacramento St.,BSky,95.1,313,108.8,284,64.3,324,0.008,155,,,
2019,Wyoming,MWC,95.1,325,108.9,259,68.4,133,0.003,173,,,
2017,Northern Ariz.,BSky,95.1,326,110.4,289,69.2,106,-0.016,230,,,
2016,UTRGV,WAC,95.1,322,117.4,345,67.5,209,0.037,86,,,
2013,ETSU,ASun,95.1,294,110.8,313,63.4,225,0.063,33,,,
2012,Texas Tech,B12,95.1,295,101.3,139,64.1,223,-0.014,205,,,
2010,Tulane,CUSA,95.1,287,100.7,126,65.4,201,-0.07,322,,,
2009,Lafayette,Pat,95.1,287,112.2,323,68.4,57,0.032,84,,,
2008,Cal Poly,BW,95.1,294,105,198,65.2,165,0.057,44,,,
2007,Radford,BSth,95.1,291,108.7,246,69.6,44,-0.064,305,,,
2007,Sacramento St.,BSky,95.1,292,108.8,247,74.8,3,0.029,106,,,
2007,FIU,SB,95.1,293,107.7,225,66.8,121,0.09,19,,,
2005,Delaware,CAA,95.1,278,101.5,140,68.2,84,-0.063,296,,,
2023,Stonehill,NEC,95,343,110.4,276,66.4,229,0.072,42,,,
2023,Cal Poly,BW,95,344,104.9,160,64.3,330,-0.107,357,,,
2022,Pacific,WCC,95,314,106,244,68.2,115,-0.048,293,,,
2020,Denver,Sum,95,303,106.8,274,70.9,53,-0.044,291,,,
2020,New Hampshire,AE,95,304,102.1,168,68.6,163,0.011,157,,,
2018,Kentucky ,SEC,115.8,24,95.4,22,68.8,146,-0.008,199,,,
2017,SIUE,OVC,95,327,109.2,263,69.2,107,-0.041,284,,,
2017,Bethune-Cookman,MEAC,95,328,115.4,335,68.3,177,-0.011,213,,,
2015,Alabama A&M,SWAC,95,316,114.1,332,63.5,225,-0.021,229,,,
2014,Montana St.,BSky,95,320,108.5,238,63.9,221,0.056,60,,,
2010,Centenary,Sum,95,288,113.5,338,69.7,30,0.009,144,,,
2009,Southeast Mo. St.,OVC,95,288,116.8,341,69.7,28,-0.017,218,,,
2008,Arkansas Little Rock,SB,95,295,98.3,72,64.7,186,0.092,10,,,
2008,SMU,CUSA,95,296,107,234,64.5,194,0.054,50,,,
2008,Canisius,MAAC,95,297,110.1,294,64,214,-0.065,313,,,
2007,LMU (CA),WCC,95,294,100.5,96,67.8,85,0.095,16,,,
2007,San Jose St.,WAC,95,295,102.5,132,65.8,166,-0.018,224,,,
2004,Coppin St.,MEAC,95,291,102,141,61.7,298,0.041,68,,,
2003,FIU,SB,95,272,101.3,148,61.6,313,-0.101,315,,,
2003,Hofstra,CAA,95,273,104.7,211,68.3,107,-0.031,249,,,
2022,Florida A&M,SWAC,94.9,315,107.6,274,65.5,264,0.097,23,,,
2022,Binghamton,AE,94.9,316,105.6,236,67.1,182,-0.004,187,,,
2021,Hampton,BSth,94.9,289,110.6,322,70.4,80,0.118,10,,,
2021,Fairfield,MAAC,94.9,290,107.8,284,64.3,333,0.005,163,,,
2020,The Citadel,SC,94.9,305,112.2,328,73.7,10,0.02,129,,,
2020,South Carolina St.,MEAC,94.9,306,113.2,335,67.4,226,0.014,151,,,
2016,Morgan St.,MEAC,94.9,323,108.5,242,69.1,116,-0.114,347,,,
2014,Texas St.,SB,94.9,321,104.3,157,61.1,327,-0.114,346,,,
2014,Florida A&M,MEAC,94.9,322,108.1,231,70,14,0.05,71,,,
2014,Furman,SC,94.9,323,115.6,332,63.7,229,-0.002,190,,,
2013,Presbyterian,BSth,94.9,295,117.8,343,60.9,305,0.011,152,,,
2013,Penn,Ivy,94.9,296,102.6,168,66.7,74,-0.008,205,,,
2012,Bradley,MVC,94.9,296,103.4,184,67.4,63,-0.012,199,,,
2012,Canisius,MAAC,94.9,297,113.5,333,65.3,159,0.003,166,,,
2011,Georgia St.,CAA,94.9,296,99.5,91,63.7,251,-0.031,259,,,
2011,Mount St. Mary's,NEC,94.9,297,102.6,146,64,244,-0.019,229,,,
2009,Elon,SC,94.9,289,107.4,265,63.9,229,0.027,97,,,
2008,The Citadel,SC,94.9,298,115.9,339,62.1,289,-0.023,225,,,
2008,Nicholls,Slnd,94.9,299,102.4,146,64.8,180,-0.045,283,,,
2007,Northern Colo.,BSky,94.9,296,111.7,302,67.4,100,-0.079,319,,,
2007,Portland,WCC,94.9,297,106.1,194,63.7,248,0.01,154,,,
2005,Lehigh,Pat,94.9,279,100.1,105,64.1,245,-0.047,270,,,
2005,San Jose St.,WAC,94.9,280,107.4,250,64.4,236,0.031,97,,,
2023,Morgan St.,MEAC,94.8,345,106.6,200,70.8,32,0.077,37,,,
2022,FDU,NEC,94.8,317,114.5,350,69.6,54,-0.051,296,,,
2022,Austin Peay,OVC,94.8,318,105.6,235,64.6,313,0.066,50,,,
2022,UIW,Slnd,94.8,319,116.7,355,64.6,312,-0.008,194,,,
2021,William & Mary,CAA,94.8,291,107.3,278,68.1,182,0.106,14,,,
2021,Dartmouth,Ivy,94.8,292,105.5,244,66.6,259,0,173,,,
2021,USC Upstate,BSth,94.8,293,109.5,312,68.3,166,-0.032,252,,,
2019,Mount St. Mary's,NEC,94.8,326,110.1,282,67.1,202,-0.012,217,,,
2015,Austin Peay,OVC,94.8,317,109,264,66.6,67,-0.004,196,,,
2012,Fordham,A10,94.8,298,104,196,66.4,101,0.072,24,,,
2011,Morgan St.,MEAC,94.8,298,102.1,136,65.5,164,0.042,77,,,
2011,Marist,MAAC,94.8,299,111.4,315,64.8,199,0.008,158,,,
2010,FGCU,ASun,94.8,289,108.6,283,66.6,134,0.008,148,,,
2008,Saint Peter's,MAAC,94.8,300,106.2,217,67.1,103,-0.05,292,,,
2006,Western Ill.,MCon,94.8,288,109.6,287,65.1,175,-0.01,192,,,
2006,Dartmouth,Ivy,94.8,289,110.7,296,62.3,281,-0.053,286,,,
2003,UAlbany,AE,94.8,274,113.3,317,65.9,209,0.05,59,,,
2003,Hampton,MEAC,94.8,275,102.9,177,69.9,58,0.037,74,,,
2023,Ark.-Pine Bluff,SWAC,94.7,346,108.1,234,69.7,63,-0.07,325,,,
2022,St. Francis Brooklyn,NEC,94.7,320,108.9,287,66.6,208,-0.037,264,,,
2022,Fordham,A10,94.7,321,95.1,41,67.6,139,0.017,140,,,
2021,Western Mich.,MAC,94.7,294,105.2,233,66,283,-0.036,257,,,
2021,Stony Brook,AE,94.7,295,101.3,157,66.4,268,-0.09,330,,,
2021,Saint Francis (PA),NEC,94.7,296,108,287,68.5,154,-0.066,307,,,
2021,North Ala.,ASun,94.7,297,105.2,232,70.6,75,0.051,66,,,
2021,Columbia,Ivy,94.7,298,105.9,255,68.9,137,0,173,,,
2020,NJIT,ASun,94.7,307,105.8,255,66.9,249,-0.079,329,,,
2019,Saint Peter's,MAAC,94.7,327,108.3,252,63.2,342,-0.013,223,,,
2018,Kansas St. ,B12,110.1,78,95.3,21,65.6,302,0.071,31,,,
2014,Rice,CUSA,94.7,324,107.9,227,62.4,289,-0.007,200,,,
2011,FGCU,ASun,94.7,300,105.8,232,67.5,62,-0.001,185,,,
2010,Charleston So.,BSth,94.7,290,107.8,271,62.6,297,0.006,156,,,
2007,Eastern Ill.,OVC,94.7,298,110.5,284,63.2,269,-0.009,200,,,
2007,Howard,MEAC,94.7,299,116.8,336,64.4,223,0.054,52,,,
2006,Tulane,CUSA,94.7,290,99.6,107,65.9,135,0.008,148,,,
2005,Mount St. Mary's,NEC,94.7,281,112.2,314,64.8,224,-0.049,275,,,
2005,Saint Louis,CUSA,94.7,282,94.7,34,59.8,319,-0.058,289,,,
2005,Navy,Pat,94.7,283,107.6,257,73.4,5,-0.027,237,,,
2005,IPFW,ind,94.7,284,108.7,275,65.6,192,-0.043,266,,,
2004,Towson,CAA,94.7,292,106.9,236,64.3,220,0.024,105,,,
2023,Columbia,Ivy,94.6,347,111.6,309,69.7,66,0.013,146,,,
2021,Prairie View,SWAC,94.6,299,101.2,152,69.2,121,0.111,12,,,
2021,Omaha,Sum,94.6,300,107,275,70.7,65,-0.017,221,,,
2020,St. Francis Brooklyn,NEC,94.6,308,106.5,266,70.3,70,0.024,118,,,
2020,Morehead St.,OVC,94.6,309,108.1,294,67.3,232,-0.001,184,,,
2019,A&M-Corpus Christi,Slnd,94.6,328,104.8,174,64.9,315,-0.011,213,,,
2019,Portland,WCC,94.6,329,110.2,283,66.8,222,-0.011,214,,,
2015,Marist,MAAC,94.6,318,107.4,228,65,135,0.033,97,,,
2013,NJIT,GWC,94.6,297,103.4,185,65.9,109,-0.048,290,,,
2013,Longwood,BSth,94.6,298,116.2,341,69.2,17,-0.004,190,,,
2012,Winthrop,BSth,94.6,299,103.4,182,61.8,305,-0.023,230,,,
2012,Pepperdine,WCC,94.6,300,105,222,60.8,323,0.016,136,,,
2012,UC Davis,BW,94.6,301,113.4,331,64.8,185,-0.039,263,,,
2010,Ball St.,MAC,94.6,291,100.1,117,62,309,0.052,53,,,
2009,NIU,MAC,94.6,290,106.9,259,68.9,46,-0.049,294,,,
2008,UTSA,Slnd,94.6,301,106.5,223,63.4,244,0.063,39,,,
2005,Hampton,MEAC,94.6,285,101.8,148,66.2,159,0.028,103,,,
2023,Holy Cross,Pat,94.5,348,111.3,297,69.3,91,0.005,179,,,
2021,Mount St. Mary's ,NEC,94.5,301,101.1,150,61.6,356,-0.004,191,,,
2020,High Point,BSth,94.5,310,113.6,338,66.4,271,0.035,91,,,
2018,Alabama ,SEC,108.7,106,95.2,20,68.7,151,0.017,130,,,
2018,Gonzaga ,WCC,118.1,14,95.1,18,69.4,107,0.009,153,,,
2018,Penn St. ,B10,114.3,42,95.1,19,67.3,217,-0.05,296,,,
2014,San Jose St.,MWC,94.5,325,106.3,194,64.1,214,-0.004,195,,,
2014,Stetson,ASun,94.5,326,114.5,329,61.3,320,0.032,107,,,
2012,Louisiana Lafayette,SB,94.5,302,97.8,75,68.7,32,0.018,129,,,
2011,High Point,BSth,94.5,301,109,280,66.8,87,0.084,20,,,
2011,Monmouth,NEC,94.5,302,105.1,216,62.6,295,-0.028,250,,,
2011,ULM,SB,94.5,303,113.5,334,61.9,313,-0.023,237,,,
2009,Marist,MAAC,94.5,291,102.1,155,66.8,104,-0.056,306,,,
2008,FGCU,ASun,94.5,302,109.8,286,67.5,90,0.035,90,,,
2007,South Dakota St.,ind,94.5,300,112.8,313,64.9,204,-0.035,263,,,
2006,North Florida,ASun,94.5,291,115.7,331,65.5,150,-0.093,316,,,
2006,Alabama A&M,SWAC,94.5,292,104.1,190,73.4,3,-0.04,264,,,
2005,Dartmouth,Ivy,94.5,286,107.2,244,61,312,0.083,18,,,
2022,Morgan St.,MEAC,94.4,322,105.4,230,71.9,13,-0.021,225,,,
2022,American,Pat,94.4,323,110.6,317,64.9,291,0.003,167,,,
2021,Air Force,MWC,94.4,302,110.9,326,62.8,349,0.028,111,,,
2020,Florida A&M,MEAC,94.4,311,107.3,279,68.6,160,0.1,9,,,
2020,Hartford,AE,94.4,312,101.1,144,68.2,184,0.048,58,,,
2020,Southern Miss.,CUSA,94.4,313,103.8,207,67.2,238,-0.01,211,,,
2020,Portland,WCC,94.4,314,104.3,216,69.3,122,-0.015,226,,,
2020,San Diego,WCC,94.4,315,99.8,117,70.2,78,-0.032,267,,,
2014,NIU,MAC,94.4,327,98.3,57,61.5,315,0.019,132,,,
2011,Hampton ,MEAC,94.4,304,98.7,81,66.1,129,0.108,11,,,
2009,Prairie View,SWAC,94.4,292,106.1,241,67,100,0.013,137,,,
2009,Saint Francis (PA),NEC,94.4,293,113.7,334,62.3,292,-0.016,213,,,
2008,Hampton,MEAC,94.4,303,99.6,87,66.5,123,0.012,140,,,
2008,Kennesaw St.,ASun,94.4,304,110,291,68.2,71,0,166,,,
2005,Georgia,SEC,94.4,287,99.1,87,64.2,244,-0.008,183,,,
2005,William & Mary,CAA,94.4,288,108.2,266,66.7,132,-0.036,256,,,
2003,ULM,Slnd,94.4,276,104,196,72.7,10,0.013,132,,,
2023,Eastern Ill.,OVC,94.3,349,111.3,299,68.1,148,0.005,175,,,
2022,UTSA,CUSA,94.3,324,107.5,271,68.7,94,-0.02,220,,,
2020,UAlbany,AE,94.3,316,103.9,208,68.5,166,0.011,156,,,
2020,A&M-Corpus Christi,Slnd,94.3,317,106,257,65.7,303,0.029,105,,,
2018,Loyola Chicago ,MVC,111.4,63,95,17,65.5,307,0.077,22,,,
2018,New Mexico St. ,WAC,107.9,116,95,16,68.5,165,0.027,106,,,
2016,Seattle U,WAC,94.3,324,106.7,207,65.8,294,0.059,47,,,
2015,Morgan St.,MEAC,94.3,319,113.2,328,64.4,169,0.029,112,,,
2009,Central Ark.,Slnd,94.3,294,111.4,314,64.6,202,0.027,98,,,
2008,Florida A&M,MEAC,94.3,305,109,272,65.6,153,0.075,27,,,
2007,Idaho,WAC,94.3,301,109.9,266,66.2,148,0.024,121,,,
2007,UT Martin,OVC,94.3,302,111.3,294,66.6,127,-0.06,301,,,
2005,Wagner,NEC,94.3,289,103.3,180,62.9,289,0.018,118,,,
2003,Saint Francis (PA),NEC,94.3,277,104.1,198,69.3,70,0.049,62,,,
2022,Merrimack,NEC,94.2,325,105.7,239,62.2,350,0.06,56,,,
2021,NJIT,AE,94.2,303,106.2,263,68.2,171,0.024,121,,,
2021,Denver,Sum,94.2,304,112.6,341,70.9,60,-0.105,343,,,
2020,Eastern Mich.,MAC,94.2,318,96.6,70,66.8,254,0.028,109,,,
2020,N.C. Central **,MEAC,94.2,319,103.2,193,66.6,263,0.065,35,,,
2020,Long Beach St.,BW,94.2,320,105.3,238,70.9,55,0.08,17,,,
2020,Norfolk St.,MEAC,94.2,321,101.9,164,67.5,225,-0.052,309,,,
2019,Southern U.,SWAC,94.2,330,112.1,315,65.7,277,-0.082,333,,,
2018,Ohio St. ,B10,116,23,94.9,15,67,238,0.02,124,,,
2017,Norfolk St.,MEAC,94.2,329,106.1,204,68.8,127,0.069,27,,,
2017,Delaware St.,MEAC,94.2,330,114.3,328,65.8,288,0.007,171,,,
2014,Presbyterian,BSth,94.2,328,120,349,63.5,239,-0.017,221,,,
2010,Maine,AE,94.2,292,98.3,90,64.5,236,0.122,4,,,
2008,Central Ark.,Slnd,94.2,306,105.8,210,65.1,175,0.028,102,,,
2007,Dartmouth,Ivy,94.2,303,108.2,233,63.9,237,0.026,115,,,
2006,Tulsa,CUSA,94.2,293,99.2,100,64.4,215,0.014,133,,,
2005,UMBC,AE,94.2,290,107.7,259,63.7,261,0.065,38,,,
2005,Long Beach St.,BW,94.2,291,101.7,146,64.1,252,0.01,139,,,
2003,Charleston So.,BSth,94.2,278,103.3,186,65,255,-0.02,216,,,
2003,Coppin St.,MEAC,94.2,279,107.4,261,59.5,321,0.002,161,,,
2023,Presbyterian,BSth,94.1,350,111.3,298,64.8,309,-0.104,355,,,
2021,Ga. Southern,SB,94.1,305,104.2,213,66.6,255,0.032,102,,,
2020,Wyoming,MWC,94.1,322,100.9,139,66.7,258,-0.017,231,,,
2020,Delaware St.,MEAC,94.1,323,117.2,347,74.7,5,-0.042,284,,,
2016,Niagara,MAAC,94.1,325,108.2,237,65.7,296,0.059,46,,,
2015,UMass Lowell,AE,94.1,320,106.6,215,63.7,211,0.077,24,,,
2014,Western Ill.,Sum,94.1,329,103.2,134,60.9,331,-0.068,324,,,
2013,Texas Pan American,GWC,94.1,299,108.6,282,62.5,263,0.068,31,,,
2012,UT Martin,OVC,94.1,303,115.3,337,65.1,169,-0.012,201,,,
2011,Texas Pan American,GWC,94.1,305,115,341,64.8,198,-0.075,324,,,
2010,Hampton,MEAC,94.1,293,100.4,121,66.7,130,-0.11,344,,,
2010,American,Pat,94.1,294,107.2,259,62.4,303,0.016,120,,,
2009,McNeese,Slnd,94.1,295,100,110,64.8,195,-0.088,331,,,
2008,Toledo,MAC,94.1,307,99.9,94,64.3,202,0.084,18,,,
2006,Centenary,MCon,94.1,294,112.7,315,66.3,122,-0.032,246,,,
2005,LIU Brooklyn,NEC,94.1,292,106.2,232,68.6,70,0.08,21,,,
2004,UMBC,AE,94.1,293,107,237,63,272,-0.13,323,,,
2003,Sacramento St.,BSky,94.1,280,103,181,69.2,76,0.07,29,,,
2023,Wagner,NEC,94,351,106.8,206,62.2,357,0.019,135,,,
2022,SIUE,OVC,94,326,105.5,233,68.5,103,-0.024,233,,,
2022,Southern Miss.,CUSA,94,327,111.8,334,67.1,187,0.034,106,,,
2020,Southeast Mo. St.,OVC,94,324,113,334,67.6,218,-0.016,229,,,
2015,IUPUI,Sum,94,321,103.4,157,63.2,244,0.069,36,,,
2015,Southern U.,SWAC,94,322,103.1,149,64.7,153,0.018,139,,,
2015,Binghamton,AE,94,323,110.4,293,63,253,-0.047,288,,,
2014,Abilene Christian,Slnd,94,330,117.3,342,63.2,251,-0.045,279,,,
2013,Sam Houston,Slnd,94,300,99.5,115,61.3,297,-0.019,235,,,
2013,FDU,NEC,94,301,114.5,339,66.1,102,0.029,106,,,
2013,Hartford,AE,94,302,99.2,109,62.5,267,0.08,21,,,
2013,Southeastern La.,Slnd,94,303,105.5,234,65,154,0.054,42,,,
2013,Seattle U,WAC,94,304,99.7,120,68.2,32,-0.173,347,,,
2012,Bryant,NEC,94,304,116.4,341,64.6,196,-0.037,259,,,
2012,N.C. A&T,MEAC,94,305,107.2,263,68.1,41,-0.024,233,,,
2009,Bryant,ind,94,296,114.6,340,61,314,0.027,96,,,
2009,Mississippi Val.,SWAC,94,297,112.9,328,66.3,124,-0.048,292,,,
2006,Alabama St.,SWAC,94,295,107.5,251,66.1,129,0.046,61,,,
2006,TCU,MWC,94,296,101.2,133,66.5,117,-0.06,292,,,
2003,Jackson St.,SWAC,94,281,104.9,216,71.9,18,-0.034,260,,,
2003,New Hampshire,AE,94,282,112.5,314,70.4,45,-0.037,263,,,
2022,CSUN,BW,93.9,328,110.2,305,64.9,293,0.029,118,,,
2022,Idaho St.,BSky,93.9,329,111.4,328,63.9,333,-0.038,268,,,
2020,Merrimack,NEC,93.9,325,98.8,101,63.2,348,0.137,2,,,
2019,Wagner,NEC,93.9,331,107.5,234,63.8,332,0.043,78,,,
2016,St. Francis Brooklyn,NEC,93.9,326,105.2,182,65.8,287,0.011,150,,,
2016,San Diego,WCC,93.9,327,103.7,151,66.1,272,-0.012,208,,,
2016,UC Davis,BW,93.9,328,100.5,95,65.9,279,-0.005,188,,,
2015,Howard,MEAC,93.9,324,101.9,127,62.7,264,0.016,142,,,
2014,UNC Greensboro,SC,93.9,331,108.9,247,68.8,24,0.068,36,,,
2013,Jackson St.,SWAC,93.9,305,108.8,290,67.4,54,-0.015,222,,,
2010,Bethune-Cookman,MEAC,93.9,295,106.9,256,58.9,341,0.043,72,,,
2009,Lehigh,Pat,93.9,298,102.8,171,66,141,-0.016,214,,,
2009,Monmouth,NEC,93.9,299,113,330,64,228,-0.006,182,,,
2009,Canisius,MAAC,93.9,300,100,111,66.5,117,-0.018,224,,,
2007,Grambling,SWAC,93.9,304,111.6,299,67.3,104,0.049,64,,,
2007,UC Riverside,BW,93.9,305,109.7,263,66.2,144,-0.057,297,,,
2006,Mississippi Val.,SWAC,93.9,297,113.9,323,61,307,0.06,41,,,
2006,Saint Francis (PA),NEC,93.9,298,115.4,328,60.5,312,-0.021,215,,,
2004,Houston,CUSA,93.9,294,99.4,91,61,308,0.02,117,,,
2003,Sacred Heart,NEC,93.9,283,110.7,299,69.9,55,-0.003,168,,,
2018,Houston ,Amer,114.6,38,94.4,13,68.4,167,-0.015,216,,,
2013,UT Martin,OVC,93.8,306,113.9,338,66.6,76,0.071,28,,,
2011,Mississippi Val.,SWAC,93.8,306,108.3,272,71.3,8,0.036,88,,,
2010,N.C. A&T,MEAC,93.8,296,107.6,268,67.7,82,-0.043,281,,,
2010,Houston Baptist,GWC,93.8,297,113,336,72.2,8,0.05,58,,,
2005,UC Riverside,BW,93.8,293,104.3,195,64.7,229,0.01,136,,,
2005,Texas Southern,SWAC,93.8,294,112.2,312,67.1,123,0.05,54,,,
2005,Maine,AE,93.8,295,99.5,92,67.1,122,0.05,55,,,
2004,Alabama St. ,SWAC,93.8,295,104.5,180,61.4,304,0.023,108,,,
2003,UTSA,Slnd,93.8,284,105.8,234,69.7,63,0.032,86,,,
2022,Eastern Mich.,MAC,93.7,330,107.4,265,69.2,68,0.025,122,,,
2022,Grambling,SWAC,93.7,331,106,245,69.3,66,0.034,105,,,
2021,Idaho St.,BSky,93.7,306,102.2,175,64.2,335,0,172,,,
2021,Jacksonville,ASun,93.7,307,105.5,241,67.6,204,0.05,70,,,
2016,Presbyterian,BSth,93.7,329,110.2,276,67.2,223,0.044,74,,,
2016,Mount St. Mary's,NEC,93.7,330,102.4,127,68.5,145,-0.032,259,,,
2015,Bradley,MVC,93.7,325,101.3,111,62.1,288,-0.043,282,,,
2015,Texas St.,SB,93.7,326,98.9,77,61.2,312,-0.033,260,,,
2015,Kennesaw St.,ASun,93.7,327,114.3,334,65.1,134,0.039,82,,,
2015,Maine,AE,93.7,328,115.5,340,65.9,95,-0.02,226,,,
2014,N.C. A&T,MEAC,93.7,332,113.3,321,65.3,142,0.036,98,,,
2014,Texas Pan American,WAC,93.7,333,106.5,200,64.1,215,-0.032,249,,,
2014,Jackson St.,SWAC,93.7,334,106.3,195,65,156,-0.043,271,,,
2013,Kansas City,Sum,93.7,307,109.1,294,63.1,236,-0.022,240,,,
2012,Army West Point,Pat,93.7,306,106.7,254,68.2,38,-0.005,186,,,
2011,Stony Brook,AE,93.7,307,99.4,90,62.3,305,-0.037,270,,,
2009,Presbyterian,BSth,93.7,301,101.6,142,60.4,323,0.044,61,,,
2009,Texas Pan American,ind,93.7,302,112.3,325,62.6,280,0.001,160,,,
2008,Stetson,ASun,93.7,308,104,179,64.5,193,0.069,31,,,
2008,USC Upstate,ASun,93.7,309,105.8,208,63.4,247,-0.062,308,,,
2008,UC Riverside,BW,93.7,310,107.3,245,61.8,293,0.023,114,,,
2007,Hampton,MEAC,93.7,306,103,138,69.1,56,-0.016,217,,,
2006,Navy,Pat,93.7,299,109.2,278,69.8,32,-0.03,240,,,
2023,Alabama St.,SWAC,93.6,352,111.1,294,66.1,251,0.005,172,,,
2021,UIW,Slnd,93.6,308,112.7,342,64.7,324,-0.049,281,,,
2020,Howard,MEAC,93.6,326,119.7,350,70.2,75,-0.015,228,,,
2019,Bethune-Cookman,MEAC,93.6,332,105.5,191,72.2,18,-0.03,256,,,
2018,Texas A&M ,SEC,111.3,66,94.4,14,69.5,101,0.014,140,,,
2017,Coppin St.,MEAC,93.6,331,115.6,336,68.8,135,0.002,184,,,
2017,Florida A&M,MEAC,93.6,332,116.2,339,69.3,104,-0.085,335,,,
2009,Saint Peter's,MAAC,93.6,303,103.2,176,62.6,279,0.024,109,,,
2007,Coppin St.,MEAC,93.6,307,109.3,251,65.1,192,0.063,40,,,
2006,Howard,MEAC,93.6,300,110.9,298,66.1,131,-0.086,312,,,
2006,Richmond,A10,93.6,301,101.4,138,55.2,331,0.088,14,,,
2005,Grambling,SWAC,93.6,296,109,279,68.3,80,0.122,6,,,
2021,FGCU,ASun,93.5,309,104.4,218,70.6,69,0.072,39,,,
2018,Texas ,B12,109.5,89,94.1,12,65.2,316,-0.03,263,,,
2018,Villanova ,BE,127.8,1,94,11,68.7,150,-0.018,225,,,
2016,Howard,MEAC,93.5,331,110.1,273,70.4,64,0.009,155,,,
2015,Texas Pan American,WAC,93.5,329,112.5,321,63.9,196,0.033,96,,,
2015,N.C. A&T,MEAC,93.5,330,112.9,325,61.6,304,-0.038,271,,,
2012,Ark.-Pine Bluff,SWAC,93.5,307,111.5,319,65.2,165,0.062,34,,,
2011,Sacramento St.,BSky,93.5,308,109.9,298,63.3,268,-0.028,249,,,
2010,Alabama St.,SWAC,93.5,298,106.2,242,65.2,212,0.022,110,,,
2010,Jackson St. ,SWAC,93.5,299,104.9,223,64.1,253,0.143,2,,,
2009,UNC Greensboro,SC,93.5,304,112.3,324,64.9,189,-0.028,246,,,
2008,Alcorn,SWAC,93.5,311,118.3,341,67.8,84,0.018,125,,,
2005,Centenary,MCon,93.5,297,113.4,320,66,169,-0.033,249,,,
2004,New Hampshire,AE,93.5,296,107.6,249,64.1,228,-0.033,242,,,
2004,Cleveland St.,Horz,93.5,297,106,210,69.3,42,-0.11,320,,,
2003,Western Ill.,MCon,93.5,285,110.7,301,67,167,0.05,56,,,
2021,LIU,NEC,93.4,310,103.7,205,73.7,9,-0.021,228,,,
2017,Hampton,MEAC,93.4,333,106.9,215,68.6,144,0.018,136,,,
2014,Alcorn,SWAC,93.4,335,109.8,262,62,300,-0.013,215,,,
2013,Saint Francis (PA),NEC,93.4,308,112.7,328,62.2,277,0.034,94,,,
2013,TCU,B12,93.4,309,102.7,171,59.5,331,0.09,10,,,
2012,Mount St. Mary's,NEC,93.4,308,105.6,231,62.6,279,-0.051,290,,,
2012,Florida A&M,MEAC,93.4,309,110.6,307,67.8,50,0.039,75,,,
2010,Texas Southern,SWAC,93.4,300,103.9,200,66.4,147,-0.007,189,,,
2009,Bucknell,Pat,93.4,305,106.4,248,67.3,87,-0.029,248,,,
2009,USC Upstate,ASun,93.4,306,104.8,211,62.6,282,-0.029,249,,,
2007,Mississippi Val. ,SWAC,93.4,308,102.9,136,63.6,254,0.062,41,,,
2004,Grambling,SWAC,93.4,298,108.9,272,69.1,48,-0.041,257,,,
2004,UNC Asheville,BSth,93.4,299,110.6,295,65.1,191,0.027,98,,,
2003,Jacksonville,ASun,93.4,286,104,193,66.3,194,0.031,89,,,
2003,UTEP,WAC,93.4,287,109,285,66.3,195,-0.032,254,,,
2023,Central Mich.,MAC,93.3,353,108.5,243,67.4,178,0.036,91,,,
2022,Jackson St.,SWAC,93.3,332,102.5,165,63.7,337,-0.002,181,,,
